"Relative Time (Process)","2025-05-04_13-53-52_PID3691 - _step","2025-05-04_13-53-52_PID3691 - _step__MIN","2025-05-04_13-53-52_PID3691 - _step__MAX","2025-05-04_13-53-52_PID3691 - env_steps_inside_sim","2025-05-04_13-53-52_PID3691 - env_steps_inside_sim__MIN","2025-05-04_13-53-52_PID3691 - env_steps_inside_sim__MAX"
"34.191849473","572","572","572","103","103","103"
"34.226252961","577","577","577","104","104","104"
"34.259001183","582","582","582","105","105","105"
"34.293563941","587","587","587","106","106","106"
"34.328421305","592","592","592","107","107","107"
"34.363401864","597","597","597","108","108","108"
"34.398406979","602","602","602","109","109","109"
"37.548612985","613","613","613","110","110","110"
"37.598839412","618","618","618","111","111","111"
"37.645434355","623","623","623","112","112","112"
"37.68975752","628","628","628","113","113","113"
"37.743085824","633","633","633","114","114","114"
"37.780002056","638","638","638","115","115","115"
"37.821817272","643","643","643","116","116","116"
"37.859176554","648","648","648","117","117","117"
"37.906322007","653","653","653","118","118","118"
"37.947319247","658","658","658","119","119","119"
"39.496000163","667","667","667","120","120","120"
"39.532134339","672","672","672","121","121","121"
"39.56841371","677","677","677","122","122","122"
"39.605007767000004","682","682","682","123","123","123"
"39.640728314","687","687","687","124","124","124"
"39.700566087","692","692","692","125","125","125"
"39.737282422","697","697","697","126","126","126"
"39.77221814","702","702","702","127","127","127"
"39.808221538","707","707","707","128","128","128"
"39.84301518","712","712","712","129","129","129"
"39.879650135","717","717","717","130","130","130"
"39.918438022","722","722","722","131","131","131"
"42.866683246","733","733","733","132","132","132"
"42.907430954","738","738","738","133","133","133"
"42.944555496","743","743","743","134","134","134"
"42.980496537","748","748","748","135","135","135"
"43.018019375","753","753","753","136","136","136"
"43.072336094","758","758","758","137","137","137"
"43.109378305","763","763","763","138","138","138"
"43.149153878","768","768","768","139","139","139"
"43.188712012","773","773","773","140","140","140"
"43.228298849","778","778","778","141","141","141"
"46.429937404","791","791","791","142","142","142"
"46.468110858","796","796","796","143","143","143"
"46.50805253","801","801","801","144","144","144"
"46.546240758","806","806","806","145","145","145"
"46.583625568","811","811","811","146","146","146"
"46.644280421","816","816","816","147","147","147"
"46.680631134","821","821","821","148","148","148"
"46.717300428","826","826","826","149","149","149"
"46.754809364","831","831","831","150","150","150"
"46.796183707","836","836","836","151","151","151"
"48.327697527","845","845","845","152","152","152"
"48.367383083","850","850","850","153","153","153"
"48.407275883","855","855","855","154","154","154"
"48.444097578","860","860","860","155","155","155"
"48.480298295","865","865","865","156","156","156"
"48.542648774","870","870","870","157","157","157"
"48.585023275","875","875","875","158","158","158"
"48.623287062","880","880","880","159","159","159"
"48.660347665","885","885","885","160","160","160"
"48.696630474","890","890","890","161","161","161"
"48.734731565","895","895","895","162","162","162"
"51.852848847","906","906","906","163","163","163"
"51.89072909","911","911","911","164","164","164"
"51.92954349","916","916","916","165","165","165"
"51.96482487","921","921","921","166","166","166"
"52.000015856","926","926","926","167","167","167"
"52.055038025","931","931","931","168","168","168"
"52.090891846","936","936","936","169","169","169"
"52.126682684","941","941","941","170","170","170"
"52.165163249","946","946","946","171","171","171"
"52.202270787","951","951","951","172","172","172"
"53.725077092","960","960","960","173","173","173"
"53.759854435","965","965","965","174","174","174"
"53.793974133","970","970","970","175","175","175"
"53.827882068","975","975","975","176","176","176"
"53.862728226","980","980","980","177","177","177"
"53.947278759","985","985","985","178","178","178"
"54.049912489","990","990","990","179","179","179"
"54.101487837","995","995","995","180","180","180"
"54.141057859","1000","1000","1000","181","181","181"
"54.178051553","1005","1005","1005","182","182","182"
"54.220088312","1010","1010","1010","183","183","183"
"57.125662504","1021","1021","1021","184","184","184"
"57.157732073","1026","1026","1026","185","185","185"
"57.188708938","1031","1031","1031","186","186","186"
"57.220345777","1036","1036","1036","187","187","187"
"57.250487009","1041","1041","1041","188","188","188"
"57.28396229","1046","1046","1046","189","189","189"
"57.318126859","1051","1051","1051","190","190","190"
"57.350217173","1056","1056","1056","191","191","191"
"57.382592543","1061","1061","1061","192","192","192"
"57.416080102","1066","1066","1066","193","193","193"
"60.306807544","1079","1079","1079","194","194","194"
"60.341149125","1084","1084","1084","195","195","195"
"60.375394543","1089","1089","1089","196","196","196"
"60.410384117","1094","1094","1094","197","197","197"
"60.4474371","1099","1099","1099","198","198","198"
"60.48735624","1104","1104","1104","199","199","199"
"60.52287884","1109","1109","1109","200","200","200"
"60.558432116","1114","1114","1114","201","201","201"
"60.596559847","1119","1119","1119","202","202","202"
"60.632692235","1124","1124","1124","203","203","203"
"62.248159871","1132","1132","1132","204","204","204"
"62.285091209","1137","1137","1137","205","205","205"
"62.323819211","1142","1142","1142","206","206","206"
"62.362127558","1147","1147","1147","207","207","207"
"62.399111557","1152","1152","1152","208","208","208"
"62.440116672","1157","1157","1157","209","209","209"
"62.478130631","1162","1162","1162","210","210","210"
"62.513713089","1167","1167","1167","211","211","211"
"62.548298274","1172","1172","1172","212","212","212"
"62.583684257","1177","1177","1177","213","213","213"
"62.621800874","1182","1182","1182","214","214","214"
"62.660704251","1187","1187","1187","215","215","215"
"64.252318378","1196","1196","1196","216","216","216"
"64.28895864","1201","1201","1201","217","217","217"
"64.324733729","1206","1206","1206","218","218","218"
"64.361480622","1211","1211","1211","219","219","219"
"64.401520845","1216","1216","1216","220","220","220"
"64.438654231","1221","1221","1221","221","221","221"
"64.475676746","1226","1226","1226","222","222","222"
"64.512113527","1231","1231","1231","223","223","223"
"64.54844442","1236","1236","1236","224","224","224"
"64.585015789","1241","1241","1241","225","225","225"
"64.624709101","1246","1246","1246","226","226","226"
"67.73195383","1257","1257","1257","227","227","227"
"67.768059705","1262","1262","1262","228","228","228"
"67.803979433","1267","1267","1267","229","229","229"
"67.841544812","1272","1272","1272","230","230","230"
"67.880653395","1277","1277","1277","231","231","231"
"67.917561176","1282","1282","1282","232","232","232"
"67.955480149","1287","1287","1287","233","233","233"
"67.990317901","1292","1292","1292","234","234","234"
"68.02672669","1297","1297","1297","235","235","235"
"68.062559359","1302","1302","1302","236","236","236"
"69.720959913","1310","1310","1310","237","237","237"
"69.757143627","1315","1315","1315","238","238","238"
"69.790654472","1320","1320","1320","239","239","239"
"69.823320884","1325","1325","1325","240","240","240"
"69.85648424","1330","1330","1330","241","241","241"
"69.89454183","1335","1335","1335","242","242","242"
"69.928071188","1340","1340","1340","243","243","243"
"69.962694855","1345","1345","1345","244","244","244"
"69.995557838","1350","1350","1350","245","245","245"
"70.094774884","1355","1355","1355","246","246","246"
"70.185746215","1360","1360","1360","247","247","247"
"70.219952024","1365","1365","1365","248","248","248"
"73.337481252","1378","1378","1378","249","249","249"
"73.366544043","1383","1383","1383","250","250","250"
"73.395343477","1388","1388","1388","251","251","251"
"73.42487002","1393","1393","1393","252","252","252"
"73.455764345","1398","1398","1398","253","253","253"
"73.486097182","1403","1403","1403","254","254","254"
"73.518521936","1408","1408","1408","255","255","255"
"73.548746835","1413","1413","1413","256","256","256"
"73.580609093","1418","1418","1418","257","257","257"
"73.612608027","1423","1423","1423","258","258","258"
"75.075032842","1431","1431","1431","259","259","259"
"75.108499933","1436","1436","1436","260","260","260"
"75.141788532","1441","1441","1441","261","261","261"
"75.176756158","1446","1446","1446","262","262","262"
"75.213250517","1451","1451","1451","263","263","263"
"75.252298375","1456","1456","1456","264","264","264"
"75.287135471","1461","1461","1461","265","265","265"
"75.320972035","1466","1466","1466","266","266","266"
"75.355531075","1471","1471","1471","267","267","267"
"75.390076775","1476","1476","1476","268","268","268"
"75.424005045","1481","1481","1481","269","269","269"
"75.458732168","1486","1486","1486","270","270","270"
"75.496514074","1491","1491","1491","271","271","271"
"77.049377889","1500","1500","1500","272","272","272"
"77.093077581","1505","1505","1505","273","273","273"
"77.129263569","1510","1510","1510","274","274","274"
"77.164687975","1515","1515","1515","275","275","275"
"77.199775768","1520","1520","1520","276","276","276"
"77.23510973","1525","1525","1525","277","277","277"
"77.269976986","1530","1530","1530","278","278","278"
"77.304825959","1535","1535","1535","279","279","279"
"77.338980915","1540","1540","1540","280","280","280"
"77.374709804","1545","1545","1545","281","281","281"
"77.411923662","1550","1550","1550","282","282","282"
"80.388658309","1561","1561","1561","283","283","283"
"80.421879881","1566","1566","1566","284","284","284"
"80.455292871","1571","1571","1571","285","285","285"
"80.489885196","1576","1576","1576","286","286","286"
"80.524812626","1581","1581","1581","287","287","287"
"80.56402254","1586","1586","1586","288","288","288"
"80.598804561","1591","1591","1591","289","289","289"
"80.634067701","1596","1596","1596","290","290","290"
"80.670152197","1601","1601","1601","291","291","291"
"80.705779386","1606","1606","1606","292","292","292"
"82.269860112","1614","1614","1614","293","293","293"
"82.306384159","1619","1619","1619","294","294","294"
"82.343701548","1624","1624","1624","295","295","295"
"82.379959846","1629","1629","1629","296","296","296"
"82.416858836","1634","1634","1634","297","297","297"
"82.455301397","1639","1639","1639","298","298","298"
"82.494070659","1644","1644","1644","299","299","299"
"82.530093721","1649","1649","1649","300","300","300"
"82.56693048","1654","1654","1654","301","301","301"
"82.602580724","1659","1659","1659","302","302","302"
"82.638369099","1664","1664","1664","303","303","303"
"82.675866014","1669","1669","1669","304","304","304"
"85.767800919","1682","1682","1682","305","305","305"
"85.805483821","1687","1687","1687","306","306","306"
"85.842629566","1692","1692","1692","307","307","307"
"85.879918538","1697","1697","1697","308","308","308"
"86.015572384","1702","1702","1702","309","309","309"
"86.090350964","1707","1707","1707","310","310","310"
"86.125144425","1712","1712","1712","311","311","311"
"86.158316987","1717","1717","1717","312","312","312"
"86.191544711","1722","1722","1722","313","313","313"
"86.224847765","1727","1727","1727","314","314","314"
"86.259914774","1732","1732","1732","315","315","315"
"87.840766459","1740","1740","1740","316","316","316"
"87.874297671","1745","1745","1745","317","317","317"
"87.910096259","1750","1750","1750","318","318","318"
"87.944788613","1755","1755","1755","319","319","319"
"87.97948427","1760","1760","1760","320","320","320"
"88.016183683","1765","1765","1765","321","321","321"
"88.052325072","1770","1770","1770","322","322","322"
"88.086658366","1775","1775","1775","323","323","323"
"88.119563238","1780","1780","1780","324","324","324"
"88.152573957","1785","1785","1785","325","325","325"
"88.187238798","1790","1790","1790","326","326","326"
"89.772897377","1799","1799","1799","327","327","327"
"89.807672772","1804","1804","1804","328","328","328"
"89.842579254","1809","1809","1809","329","329","329"
"89.87677983","1814","1814","1814","330","330","330"
"89.91098641","1819","1819","1819","331","331","331"
"89.951021655","1824","1824","1824","332","332","332"
"89.98733299","1829","1829","1829","333","333","333"
"90.022493953","1834","1834","1834","334","334","334"
"90.056746183","1839","1839","1839","335","335","335"
"90.09347532","1844","1844","1844","336","336","336"
"90.130383172","1849","1849","1849","337","337","337"
"93.367929562","1860","1860","1860","338","338","338"
"93.402184667","1865","1865","1865","339","339","339"
"93.437255904","1870","1870","1870","340","340","340"
"93.471654512","1875","1875","1875","341","341","341"
"93.504990472","1880","1880","1880","342","342","342"
"93.543132571","1885","1885","1885","343","343","343"
"93.577079975","1890","1890","1890","344","344","344"
"93.610806047","1895","1895","1895","345","345","345"
"93.644928404","1900","1900","1900","346","346","346"
"93.678210567","1905","1905","1905","347","347","347"
"93.714395865","1910","1910","1910","348","348","348"
"95.29972346","1918","1918","1918","349","349","349"
"95.335511312","1923","1923","1923","350","350","350"
"95.370821848","1928","1928","1928","351","351","351"
"95.406941709","1933","1933","1933","352","352","352"
"95.443819291","1938","1938","1938","353","353","353"
"95.481147709","1943","1943","1943","354","354","354"
"95.519715723","1948","1948","1948","355","355","355"
"95.55547698","1953","1953","1953","356","356","356"
"95.590873445","1958","1958","1958","357","357","357"
"95.626133251","1963","1963","1963","358","358","358"
"95.663198429","1968","1968","1968","359","359","359"
"98.819978441","1981","1981","1981","360","360","360"
"98.850868706","1986","1986","1986","361","361","361"
"98.881586866","1991","1991","1991","362","362","362"
"98.912963637","1996","1996","1996","363","363","363"
"98.94476004","2001","2001","2001","364","364","364"
"98.978608751","2006","2006","2006","365","365","365"
"99.009299368","2011","2011","2011","366","366","366"
"99.041660281","2016","2016","2016","367","367","367"
"99.074376344","2021","2021","2021","368","368","368"
"99.105626683","2026","2026","2026","369","369","369"
"99.138467659","2031","2031","2031","370","370","370"
"100.632737792","2039","2039","2039","371","371","371"
"100.667492858","2044","2044","2044","372","372","372"
"100.702925451","2049","2049","2049","373","373","373"
"100.737175764","2054","2054","2054","374","374","374"
"100.77060816","2059","2059","2059","375","375","375"
"100.806628651","2064","2064","2064","376","376","376"
"100.841336695","2069","2069","2069","377","377","377"
"100.875430253","2074","2074","2074","378","378","378"
"100.910418084","2079","2079","2079","379","379","379"
"100.951051987","2084","2084","2084","380","380","380"
"101.085694636","2089","2089","2089","381","381","381"
"101.230094963","2094","2094","2094","382","382","382"
"102.758930609","2103","2103","2103","383","383","383"
"102.801071406","2108","2108","2108","384","384","384"
"102.839817584","2113","2113","2113","385","385","385"
"102.873767377","2118","2118","2118","386","386","386"
"102.907158985","2123","2123","2123","387","387","387"
"102.938531495","2128","2128","2128","388","388","388"
"102.96946283","2133","2133","2133","389","389","389"
"103.000209394","2138","2138","2138","390","390","390"
"103.032487608","2143","2143","2143","391","391","391"
"103.064322637","2148","2148","2148","392","392","392"
"103.096219406","2153","2153","2153","393","393","393"
"103.128348522","2158","2158","2158","394","394","394"
"106.167904411","2169","2169","2169","395","395","395"
"106.202140455","2174","2174","2174","396","396","396"
"106.236138623","2179","2179","2179","397","397","397"
"106.319688672","2184","2184","2184","398","398","398"
"106.319738222","2189","2189","2189","399","399","399"
"106.347569844","2194","2194","2194","400","400","400"
"106.382019622","2199","2199","2199","401","401","401"
"106.414938934","2204","2204","2204","402","402","402"
"106.447767252","2209","2209","2209","403","403","403"
"106.482110135","2214","2214","2214","404","404","404"
"106.519217735","2219","2219","2219","405","405","405"
"108.057870991","2227","2227","2227","406","406","406"
"108.091805228","2232","2232","2232","407","407","407"
"108.124702289","2237","2237","2237","408","408","408"
"108.158202652","2242","2242","2242","409","409","409"
"108.193236132","2247","2247","2247","410","410","410"
"108.230574472","2252","2252","2252","411","411","411"
"108.265822271","2257","2257","2257","412","412","412"
"108.300278751","2262","2262","2262","413","413","413"
"108.334111613","2267","2267","2267","414","414","414"
"108.368460563","2272","2272","2272","415","415","415"
"108.405738943","2277","2277","2277","416","416","416"
"108.440287321","2282","2282","2282","417","417","417"
